customer_id,person_id,store_id,territory_id,account_number
4b5762b3-b7bf-4716-9bf9-5c1c9e1f375d,092707ff-4088-4416-ac86-14491f3120c2,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00019475
26bfba89-84b7-4b5b-9bab-caf7a2791006,fe043525-e0af-4578-a4b9-bfa7be28f4e4,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00022390
cf2cf4cc-fcce-4fe5-9400-78373420b525,ee25bbaf-5cdd-4ed4-92fe-7136c4e803a9,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00016320
83f558b8-bdab-4781-b112-55d2c275ff52,f0452f05-3690-4170-9fb0-fbf9995bbea7,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00026149
5edc53f4-7821-4a9b-9c27-a45dd2af713e,16c2532d-adb6-4a33-b0ea-71b87d83a904,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00021849
afff0c06-ae08-4a75-af8b-84373ea48cc8,112ec726-3b23-4a89-a2df-3911fbd4ca68,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00015716
8cc00885-ba1b-4175-aaa7-fd0baaa626c7,012874dd-8dd8-437f-9068-31dec9cea44f,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00019323
0591a2f9-59d7-42d3-9a5a-f2f7b8cc7346,dc53b945-2b6e-42de-91c9-2ae812c2db49,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00013681
060c5593-b9c3-4c41-97bd-78040e780308,14efa819-55ca-4d1f-8c42-330a338d6b04,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00017771
63f2224d-97e8-4a11-9a38-2e26cdf9979c,1c059581-ea42-40f7-b34e-fca5cf5f7243,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00024276
1d7e655a-5178-4ceb-ad95-a9ae6a7f7c17,7e2f05be-668d-4452-8b2c-66d01c645be2,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00012870
654514a9-f062-42c2-8639-c6c62856ba74,774d5a25-a893-4364-aa67-e7c02fc40ecc,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00016055
6e1b128b-3d3b-425b-b430-df32a0cb2964,18c45a0c-e85b-4e39-a312-c693a85713f3,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00023415
ad82eca5-966b-487d-bc1d-40f3dd60fc34,d6488995-d26d-404c-9247-0b8bdb413640,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00017947
30a500f3-8a66-4db5-8b32-c12ebaf2f3e0,,9211820c-5438-4845-82bb-51109074e930,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00000069
7384fd77-c2e4-4304-bd8d-fb84f7c905a5,1e7aa6d9-70cf-486d-94a2-abace52aa817,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00012511
c551007e-5675-473f-9cd1-2786ac075880,466b333a-a441-4522-8726-ae9b85d7b110,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00022671
17075390-8d8a-44d2-b8dd-802f5eb5ef58,f536e011-e86d-4673-92a9-6a1ce37c334e,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00025508
b3d8419b-d440-443e-8a5b-be7d10e9c90d,a0ec4e76-fc93-4e82-932d-a2e61f0e0b57,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00015727
6519fd57-67e9-490c-9007-61f4d65c2cbe,69f6e9bb-c0a0-4acb-a229-5ee1f3846b0b,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00029356
6c0dbd35-e262-4842-927a-5d16ed195644,13d3ece9-c5b4-4d18-a0ee-1f6aa4aa7852,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00027777
d1c076ba-a626-40b3-b138-e0ea1836c1d1,8b92476b-2bf9-4156-b8ca-b5da49fb3fb8,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00021669
0f4e73ff-471d-4fb0-a046-545e0eb1f06f,1c8b343b-80c5-4404-8475-c83d5f73c9e3,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00015113
dfb4aae2-3e3a-4650-bdd3-64c9a3a7fdca,ea7c2908-9b9d-4d2d-995a-5bb2a5262da3,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00013969
36cf3677-b70b-42d2-91ca-786f6c6498f9,73b90499-39a9-4b4f-8085-3b3ba78bfa60,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00013692
20c4eab7-6cb0-4f96-a860-49aebbf228f6,530f0a04-a395-4239-906a-502568151d6d,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00012334
9afb632c-d4aa-4dcb-944a-dda7017ba15c,dc499ea0-8413-4a12-bff8-940851f6fb9a,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00020839
da002a95-5115-411a-b779-ab8c897757ef,ba1bc334-72e5-4429-b7ec-bd0a3ce4f715,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00025235
457aff62-a066-4102-ac61-5cb13d3fa596,8cccd674-7b47-41cf-81bd-33fa19d1fd0f,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00012516
5d5f7534-b18b-4d2c-8fb2-8226876988ce,c90a458c-b9ca-4313-80f0-0fee8e253ea9,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00012477
3143ebf0-c3d0-4255-a28a-febafb29d1a7,e5e1b00c-cd6d-46a7-bff0-85e84df2ab64,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00019032
11f35649-be6c-4921-8ff1-bc943471ff56,65359570-d292-4c15-b883-9c22d234588a,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00013509
91ccc17e-e528-4907-a438-51e0487b5f04,1352d34a-3ca5-4116-b38a-70dbd206b5ef,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00027365
61602fb6-d08e-4de8-9792-e93d72e276a2,254e47bd-8a22-45db-bb2c-720b9f954f9f,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00020450
8b95ef06-e1dd-47ac-924c-af17d71813e4,6a907634-4a92-43e0-8ecd-7656a667f64d,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00028744
4ee4e8b5-e4b0-4fca-87a7-1282238793bc,abcd9b51-00b3-42cd-ae3c-7528006c39fe,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00019930
b7a83954-f463-40aa-ae9c-e7cbba9829f3,a0182fcf-f738-4b24-a9ef-1f3d5c83023a,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00015788
d070026c-944d-4b4c-af73-c86c20683a81,26b01f87-5e11-4dde-be89-8a0beb951a9c,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00027887
09b59429-c50a-4cf2-b282-58281dc54f44,10b6cd28-744f-4132-bff0-fb41154c79f5,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00017805
755867db-8519-434f-8e56-f744cd40fccc,781b2427-e936-40b9-8837-c484fdafaad8,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00025022
03eca008-c20e-4925-b620-74d2ebf6ead5,1e7477f5-0be8-4f0b-ac7f-4ddd70db0e90,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00021817
ff4ea333-1568-45a5-a438-48703c2af2bb,9113a770-4218-4dd3-87ab-0489aee56de5,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00011334
c2f0eb1e-957b-4c50-8913-58f43df95436,b3f4464b-3ad3-47c5-924b-d5eeb59ece7e,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00022804
28cb017e-7dc7-4f10-ae26-ba193b220727,108d2681-00a8-47cf-b5b3-97279edc57e2,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00016828
73885809-c225-454f-9c2e-aa60abb28dbc,66b3fc9c-0e07-47e5-9eea-35dbfa7364f2,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00019184
707a02d7-cdd5-4d44-b314-076fb625bd82,e84708ce-a410-4d03-8395-c0091d386639,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00022932
912d271c-01bd-42e1-89fa-04cae796bd3f,44f691af-9004-4357-baba-dc0acc588aaf,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00029084
f0f4e7f9-001d-416d-82cc-d2a5763c7627,4b50c057-53c9-4766-a7bc-037221674d02,,25d73ad2-9e13-410b-8b0d-5f26e2b9e4f2,AW00013572
c90f116c-4ba3-462f-bb01-34f1012cb830,65ee8651-e9b2-4b22-a76b-c79679dbe63c,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00022637
543c8638-17ea-4f70-bfb3-4bbe44fd824f,0ef45d08-0b40-4cf9-a002-469ac5632a70,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00024552
b8f4fb93-d364-4cfd-b697-5b81e6ca4eba,12eee65e-5bbb-4fc9-b07a-909383b73a58,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00025514
f1a19389-ffa3-4c31-a3e2-6daf27792de2,53188353-b909-4b5c-a284-41776e05ef1f,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00025272
b340b382-ea24-4496-b396-f5c5b8a79e7c,d1673113-1a86-47e2-9d6b-835a1e846ed6,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00029359
937cd334-1c75-48b9-b5d5-1ab4b0969b3a,beb4fe03-7837-4993-8c24-e587010f896f,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00012534
82286bc0-a218-432c-bf27-ff79de120696,83bb49a7-184a-4f27-8fce-110bcd58f83c,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00015139
a60aa1d6-1bcf-4c22-94a9-49a1502109ea,378b06e0-cb71-4177-bc5e-1f51931cca2b,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00024085
85e8c267-4e1f-4848-9cca-afe4d464cdad,0d4d471f-a1ad-431d-b930-dd32b34742c9,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00020283
1059d5c5-6f1c-4198-a4b1-196942c6a391,ab8cbed7-49de-4237-aad9-d199a888ade4,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00026360
4f0b582f-14e1-4b83-9343-978367fb6c50,fb27cddc-ed9f-4445-b26f-3af7d3a25bbf,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00015735
db2f6573-44f1-4d32-a055-d9722160a72e,19f123c9-2768-480a-819b-c4d2349439ea,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00023640
e000273c-433f-4ff2-906b-ef6d5cd04a09,49472d89-2ff3-47ae-90e9-6d6ba5bcfd0b,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00014261
1a5d609d-f4c9-4591-a371-831d7e75e8b2,4320a355-db24-49b0-8df1-64c56d64d04b,,2ac923e9-3043-4f5e-bae0-ad28089bf187,AW00025557
b7a4e9e2-cd1a-4a97-9a5c-4c76c337847a,f3e81509-af7c-4380-b403-d37515ff7197,,e0e3bac4-790e-4617-84b3-be0c2bdb7070,AW00013804
17b5549e-d35c-4db4-b928-f18a95bb2807,c7cc3245-f667-4215-bba2-c5843b477fa5,,0ad4c625-bb65-4376-8a41-0a65719b0db8,AW00027851
