sales_order_id,sales_order_detail_id,order_quantity,product_id,special_offer_id,unit_price,unit_price_discount,line_total
0fbc9d71-4176-4c77-92c6-d7ede2a9ce33,354.0,1.0,6cc3d977-da73-4856-b1ca-8a2f0b57b60b,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3399.99,0.0,3399.99
18609f9d-aedc-4665-bbc8-5d7a99599915,357.0,1.0,6cc3d977-da73-4856-b1ca-8a2f0b57b60b,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3399.99,0.0,3399.99
0570389a-6bfa-45c2-85a4-36784fa7b5b1,359.0,1.0,41b7b226-20ea-488a-b519-b4ca65d4a64e,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
b48cdf2f-270a-41d0-9cde-36616fecd302,360.0,1.0,de8b1961-ea0e-4639-9482-7f71b3ed07d8,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3374.99,0.0,3374.99
03533644-6a12-499b-9726-aaa1088c56a5,361.0,1.0,a16ed5b0-74c7-4812-adea-04b4abfd72c7,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3399.99,0.0,3399.99
ed95450e-876d-42dc-a9c9-f605994c0b7e,364.0,1.0,7e695604-38db-45ba-b0b8-332c62295eac,a1444fcd-4b51-4227-94cf-b13c1a2a6281,699.0982,0.0,699.0982
312d9a49-f276-41b6-b4d6-09e3b5044bc6,365.0,1.0,378b5732-eba9-46e4-a6c1-4040717835d5,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
2816f5ed-0848-4dce-a769-15efa510a660,366.0,1.0,01225971-c68c-4650-8d3c-f498ece3c5da,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
f1b0cb83-9b15-40c2-9a82-3e000b9d4d7b,368.0,1.0,e909a64f-f56c-4f3c-b802-f539d52f8f21,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
c6349057-efa1-48da-b40a-2dd8cc99ec7d,370.0,1.0,e909a64f-f56c-4f3c-b802-f539d52f8f21,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
e14dcf21-801e-447f-94bf-1030fd5454a9,371.0,1.0,01225971-c68c-4650-8d3c-f498ece3c5da,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
bcfcfad7-2baf-4ce4-9e6a-8a2465c00704,372.0,1.0,e909a64f-f56c-4f3c-b802-f539d52f8f21,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
34b30845-23ea-4715-a47b-05b318a82543,373.0,1.0,97942212-176f-422d-8432-e9bae7775707,a1444fcd-4b51-4227-94cf-b13c1a2a6281,699.0982,0.0,699.0982
8049d387-5a6e-40e6-af0a-d98750bf13b7,376.0,1.0,e909a64f-f56c-4f3c-b802-f539d52f8f21,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
5e30b266-749c-4057-b506-941bb8d4977a,377.0,1.0,41b7b226-20ea-488a-b519-b4ca65d4a64e,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
fca223ee-41fe-4ae5-bdb1-ac0b870be131,378.0,1.0,e8c12ae4-8042-4b77-8bd7-023d46440e33,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
390827b0-c5a9-4ff8-b199-a2d725a0c9bc,380.0,1.0,e909a64f-f56c-4f3c-b802-f539d52f8f21,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
262cfcb3-2cc3-4f0c-878c-5360a415079d,381.0,1.0,e909a64f-f56c-4f3c-b802-f539d52f8f21,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
9df05b96-e99c-4105-a8c9-a762c1fc5b04,383.0,1.0,e909a64f-f56c-4f3c-b802-f539d52f8f21,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
3524965e-abf8-475b-b9c8-f827caf9a04a,385.0,1.0,6cc3d977-da73-4856-b1ca-8a2f0b57b60b,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3399.99,0.0,3399.99
78fd3712-2d28-4a48-ae11-ce8bf922ed31,387.0,1.0,01225971-c68c-4650-8d3c-f498ece3c5da,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
e85cf69c-3a9e-4c47-a843-780b6f8a4ac4,388.0,1.0,852af53a-5738-432c-90c9-41e230990102,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3374.99,0.0,3374.99
4ecd899a-464a-4f8f-ba99-1ad413c2a5b5,391.0,1.0,41b7b226-20ea-488a-b519-b4ca65d4a64e,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
c50108d4-9ec1-479a-a844-1dd1084cc95a,392.0,1.0,6cc3d977-da73-4856-b1ca-8a2f0b57b60b,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3399.99,0.0,3399.99
efdcfc95-b4e8-42c6-be2d-c229fbcc0924,393.0,1.0,e909a64f-f56c-4f3c-b802-f539d52f8f21,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
874dee10-e3e1-4df7-9d97-f80941da345e,394.0,1.0,e8c12ae4-8042-4b77-8bd7-023d46440e33,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
8b84f472-e06a-4933-ab01-59ee0b382fc4,395.0,1.0,41b7b226-20ea-488a-b519-b4ca65d4a64e,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
1ef1ee8b-698e-4371-a4e0-1306eea76301,396.0,1.0,e8c12ae4-8042-4b77-8bd7-023d46440e33,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
edbbab62-58f5-4cad-819c-a367a8d4b748,398.0,1.0,01225971-c68c-4650-8d3c-f498ece3c5da,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
bea6ffbe-e61f-4018-bf1f-7a211205991e,399.0,1.0,5b78ca64-7982-49f2-8ec0-4e6bbfd5450e,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3399.99,0.0,3399.99
0d37f887-0a7a-4049-8fce-bfa9d0cadf34,400.0,1.0,378b5732-eba9-46e4-a6c1-4040717835d5,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
b2509c78-4a31-4f5d-b5c6-ad4922be7e18,401.0,1.0,e909a64f-f56c-4f3c-b802-f539d52f8f21,a1444fcd-4b51-4227-94cf-b13c1a2a6281,3578.27,0.0,3578.27
