special_offer_id,product_id
a1444fcd-4b51-4227-94cf-b13c1a2a6281,8ea7e0d2-fd39-4625-9a5a-e5575f7cfcca
a1444fcd-4b51-4227-94cf-b13c1a2a6281,d39463ae-af40-4f64-8583-fa86deec88a9
a1444fcd-4b51-4227-94cf-b13c1a2a6281,05385566-38df-4855-94a8-786cae6ffe49
a1444fcd-4b51-4227-94cf-b13c1a2a6281,f33d8a41-b92f-4f2a-8f75-76ea2f25722b
a1444fcd-4b51-4227-94cf-b13c1a2a6281,26c6c52f-19c1-4760-a72d-a452f0502a1f
a1444fcd-4b51-4227-94cf-b13c1a2a6281,badb77c2-418e-483a-bb4f-a765a7e2cd3e
a1444fcd-4b51-4227-94cf-b13c1a2a6281,34ad3302-abb1-4d4d-9f75-b1c0c5919313
a1444fcd-4b51-4227-94cf-b13c1a2a6281,36847649-a79a-4f70-9b5d-5c403627ab75
a1444fcd-4b51-4227-94cf-b13c1a2a6281,a2eabbb9-7096-4d1e-be0e-06be8259a129
a1444fcd-4b51-4227-94cf-b13c1a2a6281,9da9449d-397b-4beb-8a8d-95b12a76ccaa
a1444fcd-4b51-4227-94cf-b13c1a2a6281,a921a632-bb28-433a-84a4-7fb6fd334b8d
a1444fcd-4b51-4227-94cf-b13c1a2a6281,0d5a6aaa-a4d9-4c78-ba00-dabb45aebe13
a1444fcd-4b51-4227-94cf-b13c1a2a6281,c8916792-ee6b-4051-9c4e-331984afb135
a1444fcd-4b51-4227-94cf-b13c1a2a6281,a2ab54e6-0a32-440b-8d5b-f11ff706d6e7
a1444fcd-4b51-4227-94cf-b13c1a2a6281,c62cc174-c497-4da7-8d2a-5a5068c9d246
a1444fcd-4b51-4227-94cf-b13c1a2a6281,825522c1-4a09-48c5-8006-63c37cf2fab7
a1444fcd-4b51-4227-94cf-b13c1a2a6281,cd05d9c2-960f-40b2-b3e3-73774c934af6
a1444fcd-4b51-4227-94cf-b13c1a2a6281,33383d99-db78-414e-a552-f1c3a3937aee
a1444fcd-4b51-4227-94cf-b13c1a2a6281,1c63af8a-5b82-4576-b71b-818d1923ae62
a1444fcd-4b51-4227-94cf-b13c1a2a6281,403add96-5ffc-4c2f-888f-0358e9bd36f0
a1444fcd-4b51-4227-94cf-b13c1a2a6281,8982502b-9904-4a30-9f1d-f765dcfbeaf5
a1444fcd-4b51-4227-94cf-b13c1a2a6281,163ece05-613b-4ea6-a177-202ba459d59b
a1444fcd-4b51-4227-94cf-b13c1a2a6281,3c0ae951-99b0-4a3e-be29-43dc3aec5abb
a1444fcd-4b51-4227-94cf-b13c1a2a6281,7ceb85ec-83bf-4ec2-b8dd-830e037aaab7
a1444fcd-4b51-4227-94cf-b13c1a2a6281,7209d315-8f67-4f37-aa8a-6aac2a682391
a1444fcd-4b51-4227-94cf-b13c1a2a6281,96e5300f-60a2-49cf-9000-ce223ccb14bf
a1444fcd-4b51-4227-94cf-b13c1a2a6281,c9e50636-5a32-4e4b-b725-7adb84849d04
a1444fcd-4b51-4227-94cf-b13c1a2a6281,3ad15b3d-cc87-4b69-8992-f59b3da75a2b
a1444fcd-4b51-4227-94cf-b13c1a2a6281,233bbd8f-bfd0-4d6d-82b5-ec7d1387c3ec
a1444fcd-4b51-4227-94cf-b13c1a2a6281,725bb0ab-1485-4c04-8606-4b189fb5f890
a1444fcd-4b51-4227-94cf-b13c1a2a6281,2e7b81c4-7de4-4015-9c36-a87e52196b30
a1444fcd-4b51-4227-94cf-b13c1a2a6281,5666d4fb-0f40-45d2-8ab4-a6faabe99612
a1444fcd-4b51-4227-94cf-b13c1a2a6281,cd05611d-d748-4820-a676-0e2ac4c0152c
a1444fcd-4b51-4227-94cf-b13c1a2a6281,9e4e275e-baa1-44e2-827e-ec3fead348fa
a1444fcd-4b51-4227-94cf-b13c1a2a6281,7a834851-088a-478f-a8a6-099c64e3323f
a1444fcd-4b51-4227-94cf-b13c1a2a6281,fd12c19c-b2de-4bb2-adb4-8acbc889a829
a1444fcd-4b51-4227-94cf-b13c1a2a6281,40666c04-4eee-44e0-9d68-57825fae483c
a1444fcd-4b51-4227-94cf-b13c1a2a6281,d8f138f9-478a-4494-9eff-60324ce60d13
a1444fcd-4b51-4227-94cf-b13c1a2a6281,99e67c08-395b-4561-91d4-6b7c68427b63
a1444fcd-4b51-4227-94cf-b13c1a2a6281,00b509f3-14e1-42ce-b59f-07b5dd91229d
a1444fcd-4b51-4227-94cf-b13c1a2a6281,05480396-7fdb-49ea-9447-44024d28ced2
a1444fcd-4b51-4227-94cf-b13c1a2a6281,8f6aefeb-fbde-4c73-b3da-754fe09f5e8e
a1444fcd-4b51-4227-94cf-b13c1a2a6281,1e9130a5-1d77-4ea3-80f6-875f26fcb05a
a1444fcd-4b51-4227-94cf-b13c1a2a6281,2f498249-a692-48f7-93d3-af567d3c36d6
a1444fcd-4b51-4227-94cf-b13c1a2a6281,41b7b226-20ea-488a-b519-b4ca65d4a64e
a1444fcd-4b51-4227-94cf-b13c1a2a6281,e909a64f-f56c-4f3c-b802-f539d52f8f21
a1444fcd-4b51-4227-94cf-b13c1a2a6281,e8c12ae4-8042-4b77-8bd7-023d46440e33
a1444fcd-4b51-4227-94cf-b13c1a2a6281,378b5732-eba9-46e4-a6c1-4040717835d5
a1444fcd-4b51-4227-94cf-b13c1a2a6281,01225971-c68c-4650-8d3c-f498ece3c5da
a1444fcd-4b51-4227-94cf-b13c1a2a6281,89ae7584-90db-4225-bae1-e41983a9e99f
a1444fcd-4b51-4227-94cf-b13c1a2a6281,115442b8-d91e-4ec3-94af-4403182c16c9
a1444fcd-4b51-4227-94cf-b13c1a2a6281,2bf68b80-cfd1-4f46-8cad-676b422ed881
a1444fcd-4b51-4227-94cf-b13c1a2a6281,dd157cd6-f7a2-4002-9c1b-4ae9bf7bd0d4
a1444fcd-4b51-4227-94cf-b13c1a2a6281,0f1a6aa9-5ad6-426c-97df-f96c40431197
a1444fcd-4b51-4227-94cf-b13c1a2a6281,ea94f9be-f506-420c-b6c8-9c059cd89e60
a1444fcd-4b51-4227-94cf-b13c1a2a6281,49e07b82-6868-4c75-97fe-3378e86ef487
a1444fcd-4b51-4227-94cf-b13c1a2a6281,bc0d218d-97df-4a8b-a076-1252aa7c31c2
a1444fcd-4b51-4227-94cf-b13c1a2a6281,f76ed752-5f96-47e4-bb09-30523d045528
a1444fcd-4b51-4227-94cf-b13c1a2a6281,df72cd53-a39b-44c7-bf07-c7162e5d1d6c
a1444fcd-4b51-4227-94cf-b13c1a2a6281,7e695604-38db-45ba-b0b8-332c62295eac
a1444fcd-4b51-4227-94cf-b13c1a2a6281,f9c39c5d-9f8a-4a92-a84e-c6b3e7cec347
a1444fcd-4b51-4227-94cf-b13c1a2a6281,5c1aba70-f716-4f33-9035-db287be74c00
a1444fcd-4b51-4227-94cf-b13c1a2a6281,97942212-176f-422d-8432-e9bae7775707
a1444fcd-4b51-4227-94cf-b13c1a2a6281,bbd7ded2-e79c-46c0-8fff-cb71728f2d9e
a1444fcd-4b51-4227-94cf-b13c1a2a6281,6144ec25-e41e-4ebc-8230-3e1aa53ce21b
a1444fcd-4b51-4227-94cf-b13c1a2a6281,6cfc7c3c-9488-4251-af2d-d60dfaea4911
a1444fcd-4b51-4227-94cf-b13c1a2a6281,a16ed5b0-74c7-4812-adea-04b4abfd72c7
a1444fcd-4b51-4227-94cf-b13c1a2a6281,a8fcee30-f73d-42fb-a1bb-95d5e9e66a86
a1444fcd-4b51-4227-94cf-b13c1a2a6281,6cc3d977-da73-4856-b1ca-8a2f0b57b60b
a1444fcd-4b51-4227-94cf-b13c1a2a6281,5b78ca64-7982-49f2-8ec0-4e6bbfd5450e
a1444fcd-4b51-4227-94cf-b13c1a2a6281,03342abf-54b7-47ae-be8c-eafd20fb2d1c
a1444fcd-4b51-4227-94cf-b13c1a2a6281,0e912602-550e-441c-afe4-7ff468f5c618
a1444fcd-4b51-4227-94cf-b13c1a2a6281,852af53a-5738-432c-90c9-41e230990102
a1444fcd-4b51-4227-94cf-b13c1a2a6281,de8b1961-ea0e-4639-9482-7f71b3ed07d8
a1444fcd-4b51-4227-94cf-b13c1a2a6281,4550cbe3-c033-4b22-af8b-7b00e8173f95
a1444fcd-4b51-4227-94cf-b13c1a2a6281,bb3cdc8c-7863-49eb-bb57-d59ba5ee6121
a1444fcd-4b51-4227-94cf-b13c1a2a6281,3ab2259b-bc23-42ad-8bfc-d0d985465644
a1444fcd-4b51-4227-94cf-b13c1a2a6281,8fde1217-d397-49d8-bef4-08eb29a0806b
a1444fcd-4b51-4227-94cf-b13c1a2a6281,9014b398-fe53-4fb0-8177-97347cea83c3
a1444fcd-4b51-4227-94cf-b13c1a2a6281,6b744120-18d1-44d2-b396-e0e4c8df06e8
a1444fcd-4b51-4227-94cf-b13c1a2a6281,032eeb77-32d2-4ade-a122-fd5873189326
a1444fcd-4b51-4227-94cf-b13c1a2a6281,47faac73-dfcb-4838-9d2d-0fa58ffc0479
a1444fcd-4b51-4227-94cf-b13c1a2a6281,ffac3ba6-1c32-45ea-af5b-deac473b0968
a1444fcd-4b51-4227-94cf-b13c1a2a6281,46e1c973-49d5-47fa-a9d0-f0eca1798184
a1444fcd-4b51-4227-94cf-b13c1a2a6281,c19e7973-0533-494c-84fd-99f3220b0ecc
a1444fcd-4b51-4227-94cf-b13c1a2a6281,c58e99fb-b92b-4691-a5fb-d9b1853b6e51
a1444fcd-4b51-4227-94cf-b13c1a2a6281,3dab0104-31f6-46a1-a85d-80b1dc080aec
a1444fcd-4b51-4227-94cf-b13c1a2a6281,1bb0beb1-9648-4bb3-9217-d41d4c5dfa2e
a1444fcd-4b51-4227-94cf-b13c1a2a6281,d57b0ea4-b670-4c7b-85ac-29305f9c7f5c
a1444fcd-4b51-4227-94cf-b13c1a2a6281,a031927d-5485-4496-a6c3-ad5e1f7cdd5e
a1444fcd-4b51-4227-94cf-b13c1a2a6281,d002fd5b-09c8-48db-8d8f-75991c5021d0
a1444fcd-4b51-4227-94cf-b13c1a2a6281,205e08a5-a262-40f2-910b-6143b321646e
a1444fcd-4b51-4227-94cf-b13c1a2a6281,1e268fc8-3476-4240-a51e-5f3ba679dd56
a1444fcd-4b51-4227-94cf-b13c1a2a6281,34b4d246-7da9-4536-b79f-a137ed8a757e
a1444fcd-4b51-4227-94cf-b13c1a2a6281,29dcf145-8c76-452b-929d-cc48526b7369
a1444fcd-4b51-4227-94cf-b13c1a2a6281,bc67ce0d-72d6-4026-a2ca-fefc88073e50
a1444fcd-4b51-4227-94cf-b13c1a2a6281,90695886-0d2a-49bc-96ab-cbd428bdb201
a1444fcd-4b51-4227-94cf-b13c1a2a6281,a9c5cc91-e72a-4eb0-9672-40c621bcdaaa
a1444fcd-4b51-4227-94cf-b13c1a2a6281,429dd43b-118f-4503-af6e-75466945c7c3
a1444fcd-4b51-4227-94cf-b13c1a2a6281,8f8dbe95-d661-4497-bfd6-2605e1d925a0
a1444fcd-4b51-4227-94cf-b13c1a2a6281,6fbc527d-b794-4601-936d-2fb9fa34596c
a1444fcd-4b51-4227-94cf-b13c1a2a6281,f1bcdb07-de45-4402-88e8-80bc1589524d
a1444fcd-4b51-4227-94cf-b13c1a2a6281,aede0cbc-c17b-4986-8f9f-59cf15393cec
a1444fcd-4b51-4227-94cf-b13c1a2a6281,cc3ee208-7421-4082-9d27-89a3a3d92dc3
a1444fcd-4b51-4227-94cf-b13c1a2a6281,d7c13a5c-42b0-47ea-af2c-6a55862b9033
a1444fcd-4b51-4227-94cf-b13c1a2a6281,62513e26-0315-4c75-8cab-691a431f44d1
a1444fcd-4b51-4227-94cf-b13c1a2a6281,eb502acd-d5f8-4c93-a7af-f0324968638b
a1444fcd-4b51-4227-94cf-b13c1a2a6281,8f927375-895a-4ed2-adfc-88a0ac552eea
a1444fcd-4b51-4227-94cf-b13c1a2a6281,f0932622-c0e8-427d-a334-6aaf43e57a52
